,Unnamed: 0,timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO,ELMO_before,ELMO_after,predicted_actiwatch,total_counts,total_counts_actual,predicted_sleep,predicted_sleep_dervied,Time
246,247,04/01/2000 00:44:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:44:45
247,248,04/01/2000 00:45:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:45:00
248,249,04/01/2000 00:45:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:45:15
249,250,04/01/2000 00:45:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:45:30
250,251,04/01/2000 00:45:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:45:45
251,252,04/01/2000 00:46:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:46:00
252,253,04/01/2000 00:46:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:46:15
253,254,04/01/2000 00:46:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:46:30
254,255,04/01/2000 00:46:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:46:45
255,256,04/01/2000 00:47:00,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,00:47:00
256,257,04/01/2000 00:47:15,0.0,0.0,0.003,0.002,0.002,0,0.0,0.0,0,0,00:47:15
257,258,04/01/2000 00:47:30,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,00:47:30
258,259,04/01/2000 00:47:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:47:45
259,260,04/01/2000 00:48:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:48:00
260,261,04/01/2000 00:48:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:48:15
261,262,04/01/2000 00:48:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:48:30
262,263,04/01/2000 00:48:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:48:45
263,264,04/01/2000 00:49:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:49:00
264,265,04/01/2000 00:49:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:49:15
265,266,04/01/2000 00:49:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:49:30
266,267,04/01/2000 00:49:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:49:45
267,268,04/01/2000 00:50:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:50:00
268,269,04/01/2000 00:50:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:50:15
269,270,04/01/2000 00:50:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:50:30
270,271,04/01/2000 00:50:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:50:45
271,272,04/01/2000 00:51:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:51:00
272,273,04/01/2000 00:51:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:51:15
273,274,04/01/2000 00:51:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:51:30
274,275,04/01/2000 00:51:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:51:45
275,276,04/01/2000 00:52:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:52:00
276,277,04/01/2000 00:52:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:52:15
277,278,04/01/2000 00:52:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:52:30
278,279,04/01/2000 00:52:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:52:45
279,280,04/01/2000 00:53:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:53:00
280,281,04/01/2000 00:53:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:53:15
281,282,04/01/2000 00:53:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:53:30
282,283,04/01/2000 00:53:45,0.0,0.0,0.002,0.002,0.002,0,0.12,0.0,0,0,00:53:45
283,284,04/01/2000 00:54:00,0.0,0.0,0.002,0.002,0.002,0,1.56,1.6,0,0,00:54:00
284,285,04/01/2000 00:54:15,0.0,0.0,0.002,0.002,0.002,0,1.56,1.6,0,0,00:54:15
285,286,04/01/2000 00:54:30,0.0,0.0,0.002,0.002,0.002,0,1.56,1.6,0,0,00:54:30
286,287,04/01/2000 00:54:45,0.0,0.0,0.002,0.002,0.002,0,2.04,1.6,0,0,00:54:45
287,288,04/01/2000 00:55:00,0.0,0.0,0.002,0.002,0.003,0,7.800000000000001,8.0,0,0,00:55:00
288,289,04/01/2000 00:55:15,0.0,0.0,0.003,0.002,0.002,0,9.8,10.32,0,0,00:55:15
289,290,04/01/2000 00:55:30,0.0,0.0,0.002,0.003,0.006999999999999999,0,9.8,10.32,0,0,00:55:30
290,291,04/01/2000 00:55:45,0.0,0.0,0.006999999999999999,0.002,0.024,3,21.2,10.32,0,0,00:55:45
291,292,04/01/2000 00:56:00,40.0,1.0,0.024,0.006999999999999999,0.002,36,146.6,162.32,1,1,00:56:00
292,293,04/01/2000 00:56:15,0.0,0.0,0.002,0.024,0.003,0,17.8,19.6,0,0,00:56:15
293,294,04/01/2000 00:56:30,0.0,0.0,0.003,0.002,0.002,0,17.8,19.6,0,0,00:56:30
294,295,04/01/2000 00:56:45,0.0,0.0,0.002,0.003,0.003,0,17.8,19.6,0,0,00:56:45
295,296,04/01/2000 00:57:00,0.0,0.0,0.003,0.002,0.035,0,17.32,19.6,0,0,00:57:00
296,297,04/01/2000 00:57:15,58.0,1.0,0.035,0.003,0.001,50,201.56,233.6,1,1,00:57:15
297,298,04/01/2000 00:57:30,0.0,0.0,0.001,0.035,0.002,0,11.56,13.200000000000001,0,0,00:57:30
298,299,04/01/2000 00:57:45,0.0,0.0,0.002,0.001,0.002,0,11.56,13.200000000000001,0,0,00:57:45
299,300,04/01/2000 00:58:00,0.0,0.0,0.002,0.002,0.002,0,11.44,13.200000000000001,0,0,00:58:00
300,301,04/01/2000 00:58:15,0.0,0.0,0.002,0.002,0.002,0,10.0,11.600000000000001,0,0,00:58:15
301,302,04/01/2000 00:58:30,0.0,0.0,0.002,0.002,0.002,0,2.0,2.32,0,0,00:58:30
302,303,04/01/2000 00:58:45,0.0,0.0,0.002,0.002,0.002,0,2.0,2.32,0,0,00:58:45
303,304,04/01/2000 00:59:00,0.0,0.0,0.002,0.002,0.002,0,2.0,2.32,0,0,00:59:00
304,305,04/01/2000 00:59:15,0.0,0.0,0.002,0.002,0.002,0,2.0,2.32,0,0,00:59:15
305,306,04/01/2000 00:59:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:59:30
306,307,04/01/2000 00:59:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:59:45
307,308,04/01/2000 01:00:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:00:00
308,309,04/01/2000 01:00:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:00:15
309,310,04/01/2000 01:00:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:00:30
310,311,04/01/2000 01:00:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:00:45
311,312,04/01/2000 01:01:00,0.0,0.0,0.002,0.002,0.002,0,0.8,0.84,0,0,01:01:00
312,313,04/01/2000 01:01:15,0.0,0.0,0.002,0.002,0.002,0,0.8,0.84,0,0,01:01:15
313,314,04/01/2000 01:01:30,0.0,0.0,0.002,0.002,0.002,0,0.8,0.84,0,0,01:01:30
314,315,04/01/2000 01:01:45,0.0,0.0,0.002,0.002,0.002,0,0.8,0.84,0,0,01:01:45
315,316,04/01/2000 01:02:00,0.0,0.0,0.002,0.002,0.003,0,4.0,4.2,0,0,01:02:00
316,317,04/01/2000 01:02:15,0.0,0.0,0.003,0.002,0.002,0,4.0,4.2,0,0,01:02:15
317,318,04/01/2000 01:02:30,0.0,0.0,0.002,0.003,0.002,0,4.0,4.2,0,0,01:02:30
318,319,04/01/2000 01:02:45,0.0,0.0,0.002,0.002,0.023,0,4.0,4.2,0,0,01:02:45
319,320,04/01/2000 01:03:00,21.0,1.0,0.023,0.002,0.002,20,80.0,84.0,1,1,01:03:00
320,321,04/01/2000 01:03:15,0.0,0.0,0.002,0.023,0.001,0,4.0,4.2,0,0,01:03:15
321,322,04/01/2000 01:03:30,0.0,0.0,0.001,0.002,0.001,0,4.0,4.2,0,0,01:03:30
322,323,04/01/2000 01:03:45,0.0,0.0,0.001,0.001,0.002,0,4.0,4.2,0,0,01:03:45
323,324,04/01/2000 01:04:00,0.0,0.0,0.002,0.001,0.002,0,4.0,4.2,0,0,01:04:00
324,325,04/01/2000 01:04:15,0.0,0.0,0.002,0.002,0.001,0,0.8,0.84,0,0,01:04:15
325,326,04/01/2000 01:04:30,0.0,0.0,0.001,0.002,0.002,0,0.8,0.84,0,0,01:04:30
326,327,04/01/2000 01:04:45,0.0,0.0,0.002,0.001,0.002,0,0.8,0.84,0,0,01:04:45
327,328,04/01/2000 01:05:00,0.0,0.0,0.002,0.002,0.002,0,0.8,0.84,0,0,01:05:00
328,329,04/01/2000 01:05:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:05:15
329,330,04/01/2000 01:05:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:05:30
330,331,04/01/2000 01:05:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:05:45
331,332,04/01/2000 01:06:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:06:00
332,333,04/01/2000 01:06:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:06:15
333,334,04/01/2000 01:06:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:06:30
334,335,04/01/2000 01:06:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:06:45
335,336,04/01/2000 01:07:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:07:00
336,337,04/01/2000 01:07:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:07:15
337,338,04/01/2000 01:07:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:07:30
338,339,04/01/2000 01:07:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:07:45
339,340,04/01/2000 01:08:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:08:00
340,341,04/01/2000 01:08:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:08:15
341,342,04/01/2000 01:08:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:08:30
342,343,04/01/2000 01:08:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:08:45
343,344,04/01/2000 01:09:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:09:00
344,345,04/01/2000 01:09:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:09:15
345,346,04/01/2000 01:09:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:09:30
346,347,04/01/2000 01:09:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:09:45
347,348,04/01/2000 01:10:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:10:00
348,349,04/01/2000 01:10:15,0.0,0.0,0.002,0.002,0.002,0,1.68,1.68,0,0,01:10:15
349,350,04/01/2000 01:10:30,0.0,0.0,0.002,0.002,0.002,0,1.68,1.68,0,0,01:10:30
350,351,04/01/2000 01:10:45,0.0,0.0,0.002,0.002,0.002,0,1.68,1.68,0,0,01:10:45
351,352,04/01/2000 01:11:00,0.0,0.0,0.002,0.002,0.002,0,3.36,3.44,0,0,01:11:00
352,353,04/01/2000 01:11:15,0.0,0.0,0.002,0.002,0.002,0,10.08,10.16,0,0,01:11:15
353,354,04/01/2000 01:11:30,0.0,0.0,0.002,0.002,0.002,0,10.08,10.16,0,0,01:11:30
354,355,04/01/2000 01:11:45,0.0,0.0,0.002,0.002,0.002,0,10.08,10.16,0,0,01:11:45
355,356,04/01/2000 01:12:00,0.0,0.0,0.002,0.002,0.032,0,16.8,17.2,0,0,01:12:00
356,357,04/01/2000 01:12:15,42.0,1.0,0.032,0.002,0.002,42,176.4,176.8,1,1,01:12:15
357,358,04/01/2000 01:12:30,0.0,0.0,0.002,0.032,0.002,0,16.8,17.200000000000003,0,0,01:12:30
358,359,04/01/2000 01:12:45,0.0,0.0,0.002,0.002,0.03,0,16.8,17.200000000000003,0,0,01:12:45
359,360,04/01/2000 01:13:00,44.0,1.0,0.03,0.002,0.004,42,176.4,184.4,1,1,01:13:00
360,361,04/01/2000 01:13:15,0.0,0.0,0.004,0.03,0.004,0,16.8,17.2,0,0,01:13:15
361,362,04/01/2000 01:13:30,0.0,0.0,0.004,0.004,0.004,0,10.08,10.48,0,0,01:13:30
362,363,04/01/2000 01:13:45,0.0,0.0,0.004,0.004,0.004,0,10.08,10.48,0,0,01:13:45
363,364,04/01/2000 01:14:00,0.0,0.0,0.004,0.004,0.004,0,10.08,10.48,0,0,01:14:00
364,365,04/01/2000 01:14:15,0.0,0.0,0.004,0.004,0.004,0,3.36,3.44,0,0,01:14:15
365,366,04/01/2000 01:14:30,0.0,0.0,0.004,0.004,0.004,0,1.68,1.76,0,0,01:14:30
366,367,04/01/2000 01:14:45,0.0,0.0,0.004,0.004,0.004,0,1.68,1.76,0,0,01:14:45
367,368,04/01/2000 01:15:00,0.0,0.0,0.004,0.004,0.004,0,1.68,1.76,0,0,01:15:00
368,369,04/01/2000 01:15:15,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:15:15
369,370,04/01/2000 01:15:30,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:15:30
370,371,04/01/2000 01:15:45,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:15:45
371,372,04/01/2000 01:16:00,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:16:00
372,373,04/01/2000 01:16:15,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:16:15
373,374,04/01/2000 01:16:30,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:16:30
374,375,04/01/2000 01:16:45,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:16:45
375,376,04/01/2000 01:17:00,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:17:00
376,377,04/01/2000 01:17:15,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:17:15
377,378,04/01/2000 01:17:30,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:17:30
378,379,04/01/2000 01:17:45,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:17:45
379,380,04/01/2000 01:18:00,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:18:00
380,381,04/01/2000 01:18:15,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:18:15
381,382,04/01/2000 01:18:30,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:18:30
382,383,04/01/2000 01:18:45,0.0,0.0,0.004,0.004,0.004,0,0.0,0.0,0,0,01:18:45
383,384,04/01/2000 01:19:00,0.0,0.0,0.004,0.004,0.003,0,0.0,0.0,0,0,01:19:00
384,385,04/01/2000 01:19:15,0.0,0.0,0.003,0.004,0.003,0,0.0,0.0,0,0,01:19:15
385,386,04/01/2000 01:19:30,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:19:30
386,387,04/01/2000 01:19:45,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:19:45
387,388,04/01/2000 01:20:00,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:20:00
388,389,04/01/2000 01:20:15,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:20:15
389,390,04/01/2000 01:20:30,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:20:30
390,391,04/01/2000 01:20:45,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:20:45
391,392,04/01/2000 01:21:00,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:21:00
392,393,04/01/2000 01:21:15,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:21:15
393,394,04/01/2000 01:21:30,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:21:30
394,395,04/01/2000 01:21:45,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:21:45
395,396,04/01/2000 01:22:00,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:22:00
396,397,04/01/2000 01:22:15,0.0,0.0,0.003,0.003,0.002,0,0.0,0.0,0,0,01:22:15
397,398,04/01/2000 01:22:30,0.0,0.0,0.002,0.003,0.003,0,0.0,0.0,0,0,01:22:30
398,399,04/01/2000 01:22:45,0.0,0.0,0.003,0.002,0.003,0,0.0,0.0,0,0,01:22:45
399,400,04/01/2000 01:23:00,0.0,0.0,0.003,0.003,0.002,0,0.0,0.0,0,0,01:23:00
400,401,04/01/2000 01:23:15,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,01:23:15
401,402,04/01/2000 01:23:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:23:30
402,403,04/01/2000 01:23:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:23:45
403,404,04/01/2000 01:24:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:24:00
404,405,04/01/2000 01:24:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:24:15
405,406,04/01/2000 01:24:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:24:30
406,407,04/01/2000 01:24:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:24:45
407,408,04/01/2000 01:25:00,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,01:25:00
408,409,04/01/2000 01:25:15,0.0,0.0,0.003,0.002,0.003,0,0.0,0.0,0,0,01:25:15
409,410,04/01/2000 01:25:30,0.0,0.0,0.003,0.003,0.002,0,0.0,0.0,0,0,01:25:30
410,411,04/01/2000 01:25:45,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,01:25:45
411,412,04/01/2000 01:26:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:26:00
412,413,04/01/2000 01:26:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:26:15
413,414,04/01/2000 01:26:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:26:30
414,415,04/01/2000 01:26:45,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,01:26:45
415,416,04/01/2000 01:27:00,0.0,0.0,0.003,0.002,0.002,0,0.0,0.0,0,0,01:27:00
416,417,04/01/2000 01:27:15,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,01:27:15
417,418,04/01/2000 01:27:30,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,01:27:30
418,419,04/01/2000 01:27:45,0.0,0.0,0.003,0.002,0.003,0,0.0,0.0,0,0,01:27:45
419,420,04/01/2000 01:28:00,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:28:00
420,421,04/01/2000 01:28:15,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:28:15
421,422,04/01/2000 01:28:30,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:28:30
422,423,04/01/2000 01:28:45,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:28:45
423,424,04/01/2000 01:29:00,0.0,0.0,0.003,0.003,0.002,0,0.0,0.0,0,0,01:29:00
424,425,04/01/2000 01:29:15,0.0,0.0,0.002,0.003,0.003,0,0.0,0.0,0,0,01:29:15
425,426,04/01/2000 01:29:30,0.0,0.0,0.003,0.002,0.003,0,0.0,0.0,0,0,01:29:30
426,427,04/01/2000 01:29:45,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:29:45
427,428,04/01/2000 01:30:00,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:30:00
428,429,04/01/2000 01:30:15,0.0,0.0,0.003,0.003,0.002,0,0.0,0.0,0,0,01:30:15
429,430,04/01/2000 01:30:30,0.0,0.0,0.002,0.003,0.003,0,0.0,0.0,0,0,01:30:30
430,431,04/01/2000 01:30:45,0.0,0.0,0.003,0.002,0.003,0,0.0,0.0,0,0,01:30:45
431,432,04/01/2000 01:31:00,0.0,0.0,0.003,0.003,0.003,0,0.0,0.0,0,0,01:31:00
432,433,04/01/2000 01:31:15,0.0,0.0,0.003,0.003,0.002,0,0.0,0.0,0,0,01:31:15
433,434,04/01/2000 01:31:30,0.0,0.0,0.002,0.003,0.003,0,0.0,0.0,0,0,01:31:30
434,435,04/01/2000 01:31:45,0.0,0.0,0.003,0.002,0.002,0,0.0,0.0,0,0,01:31:45
435,436,04/01/2000 01:32:00,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,01:32:00
436,437,04/01/2000 01:32:15,0.0,0.0,0.002,0.002,0.003,0,0.68,0.56,0,0,01:32:15
437,438,04/01/2000 01:32:30,0.0,0.0,0.003,0.002,0.002,0,0.68,0.56,0,0,01:32:30
438,439,04/01/2000 01:32:45,0.0,0.0,0.002,0.003,0.003,0,0.68,0.56,0,0,01:32:45
439,440,04/01/2000 01:33:00,0.0,0.0,0.003,0.002,0.003,0,0.68,0.56,0,0,01:33:00
440,441,04/01/2000 01:33:15,0.0,0.0,0.003,0.003,0.003,0,3.4000000000000004,2.8000000000000003,0,0,01:33:15
441,442,04/01/2000 01:33:30,0.0,0.0,0.003,0.003,0.003,0,3.4000000000000004,2.8000000000000003,0,0,01:33:30
442,443,04/01/2000 01:33:45,0.0,0.0,0.003,0.003,0.004,0,3.4000000000000004,2.8000000000000003,0,0,01:33:45
443,444,04/01/2000 01:34:00,0.0,0.0,0.004,0.003,0.013000000000000001,0,3.4000000000000004,2.8000000000000003,0,0,01:34:00
444,445,04/01/2000 01:34:15,14.0,1.0,0.013000000000000001,0.004,0.002,17,68.0,56.0,1,1,01:34:15
445,446,04/01/2000 01:34:30,0.0,0.0,0.002,0.013000000000000001,0.002,0,3.4000000000000004,2.8000000000000003,0,0,01:34:30
446,447,04/01/2000 01:34:45,0.0,0.0,0.002,0.002,0.003,0,3.4000000000000004,2.8000000000000003,0,0,01:34:45
447,448,04/01/2000 01:35:00,0.0,0.0,0.003,0.002,0.001,0,3.4000000000000004,2.8000000000000003,0,0,01:35:00
448,449,04/01/2000 01:35:15,0.0,0.0,0.001,0.003,0.002,0,3.4000000000000004,2.8000000000000003,0,0,01:35:15
449,450,04/01/2000 01:35:30,0.0,0.0,0.002,0.001,0.002,0,0.68,0.56,0,0,01:35:30
450,451,04/01/2000 01:35:45,0.0,0.0,0.002,0.002,0.002,0,0.68,0.56,0,0,01:35:45
451,452,04/01/2000 01:36:00,0.0,0.0,0.002,0.002,0.002,0,0.68,0.56,0,0,01:36:00
452,453,04/01/2000 01:36:15,0.0,0.0,0.002,0.002,0.002,0,0.68,0.56,0,0,01:36:15
453,454,04/01/2000 01:36:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:36:30
454,455,04/01/2000 01:36:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:36:45
455,456,04/01/2000 01:37:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:37:00
456,457,04/01/2000 01:37:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:37:15
457,458,04/01/2000 01:37:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:37:30
458,459,04/01/2000 01:37:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:37:45
459,460,04/01/2000 01:38:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:38:00
460,461,04/01/2000 01:38:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:38:15
461,462,04/01/2000 01:38:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:38:30
462,463,04/01/2000 01:38:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:38:45
463,464,04/01/2000 01:39:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:39:00
464,465,04/01/2000 01:39:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:39:15
465,466,04/01/2000 01:39:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:39:30
466,467,04/01/2000 01:39:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:39:45
467,468,04/01/2000 01:40:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:40:00
468,469,04/01/2000 01:40:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:40:15
469,470,04/01/2000 01:40:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:40:30
470,471,04/01/2000 01:40:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:40:45
471,472,04/01/2000 01:41:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:41:00
472,473,04/01/2000 01:41:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:41:15
473,474,04/01/2000 01:41:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:41:30
474,475,04/01/2000 01:41:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:41:45
475,476,04/01/2000 01:42:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:42:00
476,477,04/01/2000 01:42:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:42:15
477,478,04/01/2000 01:42:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:42:30
478,479,04/01/2000 01:42:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:42:45
479,480,04/01/2000 01:43:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:43:00
480,481,04/01/2000 01:43:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:43:15
481,482,04/01/2000 01:43:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:43:30
482,483,04/01/2000 01:43:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:43:45
483,484,04/01/2000 01:44:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:44:00
484,485,04/01/2000 01:44:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:44:15
485,486,04/01/2000 01:44:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:44:30
486,487,04/01/2000 01:44:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,01:44:45
