,Unnamed: 0,timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO,ELMO_before,ELMO_after,predicted_actiwatch,total_counts,total_counts_actual,predicted_sleep,predicted_sleep_dervied,Time
31,32,03/01/2000 23:51:00,0.0,1.0,0.001,0.002,0.001,0,10.56,13.040000000000001,1,0,23:51:00
32,33,03/01/2000 23:51:15,0.0,1.0,0.001,0.001,0.002,0,6.24,8.68,1,0,23:51:15
33,34,03/01/2000 23:51:30,0.0,1.0,0.002,0.001,0.002,0,2.16,1.48,1,0,23:51:30
34,35,03/01/2000 23:51:45,0.0,1.0,0.002,0.002,0.002,0,2.16,1.48,1,0,23:51:45
35,36,03/01/2000 23:52:00,0.0,1.0,0.002,0.002,0.002,0,0.92,0.84,1,0,23:52:00
36,37,03/01/2000 23:52:15,0.0,1.0,0.002,0.002,0.002,0,1.6400000000000001,1.52,1,0,23:52:15
37,38,03/01/2000 23:52:30,0.0,1.0,0.002,0.002,0.002,0,5.32,4.88,1,0,23:52:30
38,39,03/01/2000 23:52:45,0.0,1.0,0.002,0.002,0.002,0,5.32,4.88,1,0,23:52:45
39,40,03/01/2000 23:53:00,0.0,1.0,0.002,0.002,0.002,0,5.32,4.88,1,0,23:53:00
40,41,03/01/2000 23:53:15,0.0,1.0,0.002,0.002,0.016,0,8.200000000000001,7.6000000000000005,1,0,23:53:15
41,42,03/01/2000 23:53:30,21.0,1.0,0.016,0.002,0.001,23,95.6,87.4,1,1,23:53:30
42,43,03/01/2000 23:53:45,0.0,1.0,0.001,0.016,0.001,0,8.200000000000001,7.6000000000000005,1,0,23:53:45
43,44,03/01/2000 23:54:00,0.0,1.0,0.001,0.001,0.015,0,8.200000000000001,7.6000000000000005,1,0,23:54:00
44,45,03/01/2000 23:54:15,17.0,1.0,0.015,0.001,0.001,18,76.6,72.2,1,1,23:54:15
45,46,03/01/2000 23:54:30,0.0,1.0,0.001,0.015,0.001,0,8.200000000000001,7.6000000000000005,1,0,23:54:30
46,47,03/01/2000 23:54:45,0.0,1.0,0.001,0.001,0.001,0,4.5200000000000005,4.24,1,0,23:54:45
47,48,03/01/2000 23:55:00,0.0,1.0,0.001,0.001,0.002,0,5.800000000000001,5.12,1,0,23:55:00
48,49,03/01/2000 23:55:15,0.0,1.0,0.002,0.001,0.001,0,9.36,8.879999999999999,1,0,23:55:15
49,50,03/01/2000 23:55:30,0.0,1.0,0.001,0.002,0.002,0,6.960000000000001,6.5600000000000005,1,0,23:55:30
50,51,03/01/2000 23:55:45,0.0,1.0,0.002,0.001,0.001,0,6.04,5.72,1,0,23:55:45
51,52,03/01/2000 23:56:00,0.0,1.0,0.001,0.002,0.001,0,11.280000000000001,9.32,1,0,23:56:00
52,53,03/01/2000 23:56:15,0.0,1.0,0.001,0.001,0.001,0,25.520000000000003,24.360000000000003,1,0,23:56:15
53,54,03/01/2000 23:56:30,0.0,1.0,0.001,0.001,0.003,0,26.720000000000002,25.28,1,0,23:56:30
54,55,03/01/2000 23:56:45,0.0,1.0,0.003,0.001,0.037000000000000005,0,26.720000000000002,25.28,1,0,23:56:45
55,56,03/01/2000 23:57:00,22.0,1.0,0.037000000000000005,0.003,0.055999999999999994,32,148.8,109.2,1,1,23:57:00
56,57,03/01/2000 23:57:15,94.0,1.0,0.055999999999999994,0.037000000000000005,0.009000000000000001,89,365.4,382.79999999999995,1,1,23:57:15
57,58,03/01/2000 23:57:30,10.0,1.0,0.009000000000000001,0.055999999999999994,0.001,12,72.8,63.6,1,1,23:57:30
58,59,03/01/2000 23:57:45,0.0,0.0,0.001,0.009000000000000001,0.006,0,27.200000000000003,25.6,0,0,23:57:45
59,60,03/01/2000 23:58:00,2.0,0.0,0.006,0.001,0.001,3,38.6,33.2,0,0,23:58:00
60,61,03/01/2000 23:58:15,0.0,0.0,0.001,0.006,0.001,0,22.080000000000002,22.080000000000002,0,0,23:58:15
61,62,03/01/2000 23:58:30,0.0,0.0,0.001,0.001,0.002,0,7.84,7.04,0,0,23:58:30
62,63,03/01/2000 23:58:45,0.0,0.0,0.002,0.001,0.001,0,5.92,5.44,0,0,23:58:45
63,64,03/01/2000 23:59:00,0.0,0.0,0.001,0.002,0.002,0,5.92,5.44,0,0,23:59:00
64,65,03/01/2000 23:59:15,0.0,0.0,0.002,0.001,0.002,0,4.16,4.24,0,0,23:59:15
65,66,03/01/2000 23:59:30,0.0,0.0,0.002,0.002,0.002,0,0.6,0.48,0,0,23:59:30
66,67,03/01/2000 23:59:45,0.0,0.0,0.002,0.002,0.002,0,0.12,0.08,0,0,23:59:45
67,68,04/01/2000 00:00:00,0.0,0.0,0.002,0.002,0.002,0,0.12,0.08,0,0,00:00:00
68,69,04/01/2000 00:00:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:00:15
69,70,04/01/2000 00:00:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:00:30
70,71,04/01/2000 00:00:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:00:45
71,72,04/01/2000 00:01:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:01:00
72,73,04/01/2000 00:01:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:01:15
73,74,04/01/2000 00:01:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:01:30
74,75,04/01/2000 00:01:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:01:45
75,76,04/01/2000 00:02:00,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,00:02:00
76,77,04/01/2000 00:02:15,0.0,0.0,0.003,0.002,0.003,0,0.0,0.0,0,0,00:02:15
77,78,04/01/2000 00:02:30,0.0,0.0,0.003,0.003,0.004,0,0.0,0.0,0,0,00:02:30
78,79,04/01/2000 00:02:45,0.0,0.0,0.004,0.003,0.004,0,0.0,0.0,0,0,00:02:45
79,80,04/01/2000 00:03:00,0.0,0.0,0.004,0.004,0.004,0,0.92,1.08,0,0,00:03:00
80,81,04/01/2000 00:03:15,0.0,0.0,0.004,0.004,0.004,0,1.0,1.16,0,0,00:03:15
81,82,04/01/2000 00:03:30,0.0,0.0,0.004,0.004,0.004,0,4.48,24.52,0,0,00:03:30
82,83,04/01/2000 00:03:45,0.0,0.0,0.004,0.004,0.004,0,9.28,34.96,0,0,00:03:45
83,84,04/01/2000 00:04:00,0.0,1.0,0.004,0.004,0.003,0,14.920000000000002,41.6,0,1,00:04:00
84,85,04/01/2000 00:04:15,0.0,1.0,0.003,0.004,0.004,0,15.24,41.92,0,1,00:04:15
85,86,04/01/2000 00:04:30,0.0,1.0,0.004,0.003,0.004,0,29.160000000000004,135.36,0,1,00:04:30
86,87,04/01/2000 00:04:45,0.0,1.0,0.004,0.004,0.016,0,48.36000000000001,177.12,1,1,00:04:45
87,88,04/01/2000 00:05:00,27.0,1.0,0.016,0.004,0.005,23,143.6,289.0,1,1,00:05:00
88,89,04/01/2000 00:05:15,2.0,1.0,0.005,0.016,0.642,2,63.800000000000004,194.00000000000003,1,1,00:05:15
89,90,04/01/2000 00:05:30,584.0,1.0,0.642,0.005,0.231,87,386.8,2405.6000000000004,1,1,00:05:30
90,91,04/01/2000 00:05:45,261.0,1.0,0.231,0.642,0.019,120,512.1999999999999,1178.1999999999998,1,1,00:05:45
91,92,04/01/2000 00:06:00,58.0,1.0,0.019,0.231,0.001,49,242.4,406.8,1,1,00:06:00
92,93,04/01/2000 00:06:15,0.0,1.0,0.001,0.019,0.001,0,52.52,182.08,1,1,00:06:15
93,94,04/01/2000 00:06:30,0.0,1.0,0.001,0.001,0.001,0,52.2,181.76000000000002,1,1,00:06:30
94,95,04/01/2000 00:06:45,0.0,1.0,0.001,0.001,0.001,0,38.28,88.32000000000001,0,1,00:06:45
95,96,04/01/2000 00:07:00,0.0,1.0,0.001,0.001,0.001,0,19.08,46.56,0,1,00:07:00
96,97,04/01/2000 00:07:15,0.0,0.0,0.001,0.001,0.001,0,10.32,36.2,0,0,00:07:15
97,98,04/01/2000 00:07:30,0.0,0.0,0.001,0.001,0.001,0,10.24,36.12,0,0,00:07:30
98,99,04/01/2000 00:07:45,0.0,0.0,0.001,0.001,0.001,0,6.76,12.76,0,0,00:07:45
99,100,04/01/2000 00:08:00,0.0,0.0,0.001,0.001,0.001,0,1.96,2.32,0,0,00:08:00
100,101,04/01/2000 00:08:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:08:15
101,102,04/01/2000 00:08:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:08:30
102,103,04/01/2000 00:08:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:08:45
103,104,04/01/2000 00:09:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:09:00
104,105,04/01/2000 00:09:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:09:15
105,106,04/01/2000 00:09:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:09:30
106,107,04/01/2000 00:09:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:09:45
107,108,04/01/2000 00:10:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:10:00
108,109,04/01/2000 00:10:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:10:15
109,110,04/01/2000 00:10:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:10:30
110,111,04/01/2000 00:10:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:10:45
111,112,04/01/2000 00:11:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:11:00
112,113,04/01/2000 00:11:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:11:15
113,114,04/01/2000 00:11:30,0.0,0.0,0.001,0.001,0.002,0,0.0,0.0,0,0,00:11:30
114,115,04/01/2000 00:11:45,0.0,0.0,0.002,0.001,0.001,0,0.0,0.0,0,0,00:11:45
115,116,04/01/2000 00:12:00,0.0,0.0,0.001,0.002,0.001,0,0.0,0.0,0,0,00:12:00
116,117,04/01/2000 00:12:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:12:15
117,118,04/01/2000 00:12:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:12:30
118,119,04/01/2000 00:12:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:12:45
119,120,04/01/2000 00:13:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:13:00
120,121,04/01/2000 00:13:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:13:15
121,122,04/01/2000 00:13:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:13:30
122,123,04/01/2000 00:13:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:13:45
123,124,04/01/2000 00:14:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:14:00
124,125,04/01/2000 00:14:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:14:15
125,126,04/01/2000 00:14:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:14:30
126,127,04/01/2000 00:14:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:14:45
127,128,04/01/2000 00:15:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:15:00
128,129,04/01/2000 00:15:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:15:15
129,130,04/01/2000 00:15:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:15:30
130,131,04/01/2000 00:15:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:15:45
131,132,04/01/2000 00:16:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:16:00
132,133,04/01/2000 00:16:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:16:15
133,134,04/01/2000 00:16:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:16:30
134,135,04/01/2000 00:16:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:16:45
135,136,04/01/2000 00:17:00,0.0,0.0,0.001,0.001,0.002,0,0.0,0.0,0,0,00:17:00
136,137,04/01/2000 00:17:15,0.0,0.0,0.002,0.001,0.001,0,0.0,0.0,0,0,00:17:15
137,138,04/01/2000 00:17:30,0.0,0.0,0.001,0.002,0.001,0,0.0,0.0,0,0,00:17:30
138,139,04/01/2000 00:17:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:17:45
139,140,04/01/2000 00:18:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:18:00
140,141,04/01/2000 00:18:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:18:15
141,142,04/01/2000 00:18:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:18:30
142,143,04/01/2000 00:18:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:18:45
143,144,04/01/2000 00:19:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:19:00
144,145,04/01/2000 00:19:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:19:15
145,146,04/01/2000 00:19:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:19:30
146,147,04/01/2000 00:19:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:19:45
147,148,04/01/2000 00:20:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:20:00
148,149,04/01/2000 00:20:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:20:15
149,150,04/01/2000 00:20:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:20:30
150,151,04/01/2000 00:20:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:20:45
151,152,04/01/2000 00:21:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:21:00
152,153,04/01/2000 00:21:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:21:15
153,154,04/01/2000 00:21:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:21:30
154,155,04/01/2000 00:21:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:21:45
155,156,04/01/2000 00:22:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:22:00
156,157,04/01/2000 00:22:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:22:15
157,158,04/01/2000 00:22:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:22:30
158,159,04/01/2000 00:22:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:22:45
159,160,04/01/2000 00:23:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:23:00
160,161,04/01/2000 00:23:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:23:15
161,162,04/01/2000 00:23:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:23:30
162,163,04/01/2000 00:23:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:23:45
163,164,04/01/2000 00:24:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:24:00
164,165,04/01/2000 00:24:15,0.0,0.0,0.001,0.001,0.002,0,0.0,0.0,0,0,00:24:15
165,166,04/01/2000 00:24:30,0.0,0.0,0.002,0.001,0.001,0,0.0,0.0,0,0,00:24:30
166,167,04/01/2000 00:24:45,0.0,0.0,0.001,0.002,0.001,0,0.0,0.0,0,0,00:24:45
167,168,04/01/2000 00:25:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:25:00
168,169,04/01/2000 00:25:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:25:15
169,170,04/01/2000 00:25:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:25:30
170,171,04/01/2000 00:25:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:25:45
171,172,04/01/2000 00:26:00,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:26:00
172,173,04/01/2000 00:26:15,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:26:15
173,174,04/01/2000 00:26:30,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:26:30
174,175,04/01/2000 00:26:45,0.0,0.0,0.001,0.001,0.001,0,0.0,0.0,0,0,00:26:45
175,176,04/01/2000 00:27:00,0.0,0.0,0.001,0.001,0.002,0,0.0,0.0,0,0,00:27:00
176,177,04/01/2000 00:27:15,0.0,0.0,0.002,0.001,0.002,0,0.0,0.0,0,0,00:27:15
177,178,04/01/2000 00:27:30,0.0,0.0,0.002,0.002,0.001,0,4.5600000000000005,5.96,0,0,00:27:30
178,179,04/01/2000 00:27:45,0.0,0.0,0.001,0.002,0.001,0,4.5600000000000005,5.96,0,0,00:27:45
179,180,04/01/2000 00:28:00,0.0,0.0,0.001,0.001,0.002,0,4.5600000000000005,5.96,0,0,00:28:00
180,181,04/01/2000 00:28:15,0.0,0.0,0.002,0.001,0.001,0,4.5600000000000005,5.96,0,0,00:28:15
181,182,04/01/2000 00:28:30,0.0,0.0,0.001,0.002,0.001,0,22.8,29.8,0,0,00:28:30
182,183,04/01/2000 00:28:45,0.0,0.0,0.001,0.001,0.002,0,22.8,29.8,0,0,00:28:45
183,184,04/01/2000 00:29:00,0.0,0.0,0.002,0.001,0.001,0,22.8,29.8,0,0,00:29:00
184,185,04/01/2000 00:29:15,0.0,0.0,0.001,0.002,0.125,0,22.8,29.8,0,0,00:29:15
185,186,04/01/2000 00:29:30,149.0,1.0,0.125,0.001,0.002,114,456.0,596.0,1,1,00:29:30
186,187,04/01/2000 00:29:45,0.0,0.0,0.002,0.125,0.002,0,22.8,29.8,0,0,00:29:45
187,188,04/01/2000 00:30:00,0.0,0.0,0.002,0.002,0.002,0,22.8,29.8,0,0,00:30:00
188,189,04/01/2000 00:30:15,0.0,0.0,0.002,0.002,0.002,0,22.8,29.8,0,0,00:30:15
189,190,04/01/2000 00:30:30,0.0,0.0,0.002,0.002,0.002,0,22.8,29.8,0,0,00:30:30
190,191,04/01/2000 00:30:45,0.0,0.0,0.002,0.002,0.002,0,4.5600000000000005,5.96,0,0,00:30:45
191,192,04/01/2000 00:31:00,0.0,0.0,0.002,0.002,0.002,0,4.5600000000000005,5.96,0,0,00:31:00
192,193,04/01/2000 00:31:15,0.0,0.0,0.002,0.002,0.002,0,4.5600000000000005,5.96,0,0,00:31:15
193,194,04/01/2000 00:31:30,0.0,0.0,0.002,0.002,0.002,0,4.5600000000000005,5.96,0,0,00:31:30
194,195,04/01/2000 00:31:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:31:45
195,196,04/01/2000 00:32:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:32:00
196,197,04/01/2000 00:32:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:32:15
197,198,04/01/2000 00:32:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:32:30
198,199,04/01/2000 00:32:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:32:45
199,200,04/01/2000 00:33:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:33:00
200,201,04/01/2000 00:33:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:33:15
201,202,04/01/2000 00:33:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:33:30
202,203,04/01/2000 00:33:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:33:45
203,204,04/01/2000 00:34:00,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,00:34:00
204,205,04/01/2000 00:34:15,0.0,0.0,0.003,0.002,0.002,0,0.0,0.0,0,0,00:34:15
205,206,04/01/2000 00:34:30,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,00:34:30
206,207,04/01/2000 00:34:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:34:45
207,208,04/01/2000 00:35:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:35:00
208,209,04/01/2000 00:35:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:35:15
209,210,04/01/2000 00:35:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:35:30
210,211,04/01/2000 00:35:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:35:45
211,212,04/01/2000 00:36:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:36:00
212,213,04/01/2000 00:36:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:36:15
213,214,04/01/2000 00:36:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:36:30
214,215,04/01/2000 00:36:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:36:45
215,216,04/01/2000 00:37:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:37:00
216,217,04/01/2000 00:37:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:37:15
217,218,04/01/2000 00:37:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:37:30
218,219,04/01/2000 00:37:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:37:45
219,220,04/01/2000 00:38:00,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,00:38:00
220,221,04/01/2000 00:38:15,0.0,0.0,0.003,0.002,0.002,0,0.0,0.0,0,0,00:38:15
221,222,04/01/2000 00:38:30,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,00:38:30
222,223,04/01/2000 00:38:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:38:45
223,224,04/01/2000 00:39:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:39:00
224,225,04/01/2000 00:39:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:39:15
225,226,04/01/2000 00:39:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:39:30
226,227,04/01/2000 00:39:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:39:45
227,228,04/01/2000 00:40:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:40:00
228,229,04/01/2000 00:40:15,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,00:40:15
229,230,04/01/2000 00:40:30,0.0,0.0,0.003,0.002,0.002,0,0.0,0.0,0,0,00:40:30
230,231,04/01/2000 00:40:45,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,00:40:45
231,232,04/01/2000 00:41:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:41:00
232,233,04/01/2000 00:41:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:41:15
233,234,04/01/2000 00:41:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:41:30
234,235,04/01/2000 00:41:45,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,00:41:45
235,236,04/01/2000 00:42:00,0.0,0.0,0.003,0.002,0.002,0,0.0,0.0,0,0,00:42:00
236,237,04/01/2000 00:42:15,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,00:42:15
237,238,04/01/2000 00:42:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:42:30
238,239,04/01/2000 00:42:45,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:42:45
239,240,04/01/2000 00:43:00,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:43:00
240,241,04/01/2000 00:43:15,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:43:15
241,242,04/01/2000 00:43:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:43:30
242,243,04/01/2000 00:43:45,0.0,0.0,0.002,0.002,0.003,0,0.0,0.0,0,0,00:43:45
243,244,04/01/2000 00:44:00,0.0,0.0,0.003,0.002,0.002,0,0.0,0.0,0,0,00:44:00
244,245,04/01/2000 00:44:15,0.0,0.0,0.002,0.003,0.002,0,0.0,0.0,0,0,00:44:15
245,246,04/01/2000 00:44:30,0.0,0.0,0.002,0.002,0.002,0,0.0,0.0,0,0,00:44:30
